65537,notas/C4.wav
65538,notas/C3.wav
65540,notas/C2.wav
65544,notas/C1.wav
32769,notas/CS4.wav
16385,notas/CS3.wav
65540,notas/CS2.wav
65544,notas/CS1.wav
16385,notas/D4.wav
16386,notas/D3.wav
16388,notas/D2.wav
16392,notas/D1.wav
8193,notas/DS4.wav
4097,notas/DS3.wav
8196,notas/DS2.wav
8200,notas/DS1.wav
4097,notas/E4.wav
4098,notas/E3.wav
4100,notas/E2.wav
4104,notas/E1.wav
2049,notas/F4.wav
2050,notas/F3.wav
2052,notas/F2.wav
2056,notas/F1.wav
1025,notas/FS4.wav
513,notas/FS3.wav
1028,notas/FS2.wav
1032,notas/FS1.wav
513,notas/G4.wav
514,notas/G3.wav
516,notas/G2.wav
520,notas/G1.wav
257,notas/GS4.wav
129,notas/GS3.wav
260,notas/GS2.wav
264,notas/GS1.wav
129,notas/A4.wav
130,notas/A3.wav
132,notas/A2.wav
136,notas/A1.wav
65,notas/AS4.wav
33,notas/AS3.wav
68,notas/AS2.wav
72,notas/AS1.wav
33,notas/B4.wav
34,notas/B3.wav
36,notas/B2.wav
40,notas/B1.wav
