65537,notes/C4.wav
65538,notes/C3.wav
65540,notes/C2.wav
65544,notes/C1.wav
32769,notes/CS4.wav
16385,notes/CS3.wav
65540,notes/CS2.wav
65544,notes/CS1.wav
16385,notes/D4.wav
16386,notes/D3.wav
16388,notes/D2.wav
16392,notes/D1.wav
8193,notes/DS4.wav
4097,notes/DS3.wav
8196,notes/DS2.wav
8200,notes/DS1.wav
4097,notes/E4.wav
4098,notes/E3.wav
4100,notes/E2.wav
4104,notes/E1.wav
2049,notes/F4.wav
2050,notes/F3.wav
2052,notes/F2.wav
2056,notes/F1.wav
1025,notes/FS4.wav
513,notes/FS3.wav
1028,notes/FS2.wav
1032,notes/FS1.wav
513,notes/G4.wav
514,notes/G3.wav
516,notes/G2.wav
520,notes/G1.wav
257,notes/GS4.wav
129,notes/GS3.wav
260,notes/GS2.wav
264,notes/GS1.wav
129,notes/A4.wav
130,notes/A3.wav
132,notes/A2.wav
136,notes/A1.wav
65,notes/AS4.wav
33,notes/AS3.wav
68,notes/AS2.wav
72,notes/AS1.wav
33,notes/B4.wav
34,notes/B3.wav
36,notes/B2.wav
40,notes/B1.wav
